E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA,E /V,I /uA
0.473,0.163,0.473,0.147,0.473,0.143,0.133,0.262,0.133,0.264,0.19,0.448,0.19,0.433,0.473,0.235,0.473,0.229,0.473,0.316,0.473,0.31,0.473,0.736,0.473,0.71
0.474,0.163,0.474,0.149,0.474,0.143,0.134,0.278,0.134,0.258,0.19,0.434,0.19,0.436,0.474,0.226,0.474,0.23,0.474,0.318,0.474,0.304,0.474,0.73,0.474,0.706
0.475,0.164,0.475,0.149,0.475,0.147,0.134,0.262,0.134,0.259,0.19,0.439,0.19,0.416,0.475,0.226,0.475,0.224,0.475,0.315,0.475,0.304,0.475,0.726,0.475,0.709
0.476,0.163,0.476,0.15,0.476,0.14,0.134,0.267,0.134,0.267,0.191,0.462,0.191,0.457,0.476,0.226,0.476,0.23,0.476,0.315,0.476,0.305,0.476,0.732,0.476,0.712
0.477,0.172,0.477,0.144,0.477,0.141,0.134,0.272,0.134,0.252,0.191,0.446,0.191,0.42,0.477,0.23,0.477,0.229,0.477,0.311,0.477,0.307,0.477,0.738,0.477,0.719
0.478,0.163,0.478,0.147,0.478,0.146,0.135,0.264,0.135,0.27,0.192,0.456,0.192,0.413,0.478,0.232,0.478,0.221,0.478,0.305,0.478,0.307,0.478,0.733,0.478,0.71
0.479,0.166,0.479,0.149,0.479,0.147,0.135,0.265,0.135,0.258,0.192,0.442,0.192,0.437,0.479,0.235,0.479,0.216,0.479,0.308,0.479,0.305,0.479,0.744,0.479,0.707
0.48,0.167,0.48,0.149,0.48,0.144,0.135,0.276,0.135,0.273,0.192,0.434,0.192,0.436,0.48,0.227,0.48,0.218,0.48,0.316,0.48,0.304,0.48,0.735,0.48,0.707
0.481,0.167,0.481,0.149,0.481,0.147,0.135,0.262,0.135,0.272,0.193,0.434,0.193,0.428,0.481,0.229,0.481,0.218,0.481,0.307,0.481,0.308,0.481,0.733,0.481,0.707
0.482,0.167,0.482,0.15,0.482,0.147,0.136,0.265,0.136,0.267,0.193,0.433,0.193,0.43,0.482,0.227,0.482,0.221,0.482,0.31,0.482,0.311,0.482,0.722,0.482,0.703
0.483,0.163,0.483,0.147,0.483,0.143,0.136,0.27,0.136,0.272,0.193,0.451,0.193,0.44,0.483,0.219,0.483,0.222,0.483,0.31,0.483,0.302,0.483,0.738,0.483,0.703
0.484,0.166,0.484,0.149,0.484,0.15,0.136,0.27,0.136,0.259,0.194,0.426,0.194,0.428,0.484,0.226,0.484,0.219,0.484,0.31,0.484,0.291,0.484,0.726,0.484,0.701
0.485,0.169,0.485,0.152,0.485,0.144,0.136,0.27,0.136,0.261,0.194,0.436,0.194,0.433,0.485,0.226,0.485,0.224,0.485,0.302,0.485,0.291,0.485,0.719,0.485,0.704
0.486,0.166,0.486,0.15,0.486,0.152,0.137,0.258,0.137,0.255,0.195,0.426,0.195,0.431,0.486,0.23,0.486,0.218,0.486,0.305,0.486,0.293,0.486,0.722,0.486,0.695
0.487,0.166,0.487,0.152,0.487,0.147,0.137,0.264,0.137,0.255,0.195,0.453,0.195,0.433,0.487,0.229,0.487,0.219,0.487,0.298,0.487,0.295,0.487,0.719,0.487,0.692
0.488,0.167,0.488,0.153,0.488,0.144,0.137,0.276,0.137,0.261,0.195,0.445,0.195,0.445,0.488,0.227,0.488,0.219,0.488,0.299,0.488,0.288,0.488,0.727,0.488,0.684
0.489,0.17,0.489,0.153,0.489,0.147,0.137,0.267,0.137,0.255,0.196,0.42,0.196,0.425,0.489,0.226,0.489,0.216,0.489,0.301,0.489,0.291,0.489,0.71,0.489,0.689
0.49,0.167,0.49,0.15,0.49,0.146,0.138,0.264,0.138,0.265,0.196,0.428,0.196,0.416,0.49,0.219,0.49,0.216,0.49,0.301,0.49,0.293,0.49,0.707,0.49,0.68
0.491,0.167,0.491,0.153,0.491,0.15,0.138,0.261,0.138,0.259,0.196,0.43,0.196,0.425,0.491,0.221,0.491,0.212,0.491,0.295,0.491,0.295,0.491,0.704,0.491,0.681
0.492,0.175,0.492,0.153,0.492,0.147,0.138,0.262,0.138,0.264,0.197,0.436,0.197,0.416,0.492,0.219,0.492,0.216,0.492,0.287,0.492,0.29,0.492,0.696,0.492,0.675
0.493,0.163,0.493,0.158,0.493,0.147,0.138,0.27,0.138,0.255,0.197,0.433,0.197,0.402,0.493,0.224,0.493,0.218,0.493,0.285,0.493,0.29,0.493,0.696,0.493,0.678
0.494,0.173,0.494,0.163,0.494,0.153,0.139,0.256,0.139,0.259,0.198,0.419,0.198,0.425,0.494,0.224,0.494,0.222,0.494,0.287,0.494,0.284,0.494,0.687,0.494,0.666
0.495,0.17,0.495,0.153,0.495,0.153,0.139,0.258,0.139,0.265,0.198,0.428,0.198,0.399,0.495,0.218,0.495,0.216,0.495,0.288,0.495,0.295,0.495,0.684,0.495,0.664
0.496,0.173,0.496,0.161,0.496,0.158,0.139,0.298,0.139,0.285,0.198,0.405,0.198,0.408,0.496,0.216,0.496,0.215,0.496,0.296,0.496,0.284,0.496,0.68,0.496,0.649
0.497,0.169,0.497,0.157,0.497,0.15,0.139,0.259,0.139,0.255,0.199,0.414,0.199,0.394,0.497,0.216,0.497,0.221,0.497,0.291,0.497,0.29,0.497,0.676,0.497,0.653
0.498,0.173,0.498,0.149,0.498,0.157,0.14,0.264,0.14,0.264,0.199,0.42,0.199,0.408,0.498,0.221,0.498,0.218,0.498,0.288,0.498,0.285,0.498,0.666,0.498,0.643
0.499,0.178,0.499,0.161,0.499,0.153,0.14,0.259,0.14,0.252,0.199,0.399,0.199,0.411,0.499,0.219,0.499,0.216,0.499,0.282,0.499,0.291,0.499,0.67,0.499,0.638
0.5,0.135,0.5,0.12,0.5,0.112,0.14,0.268,0.14,0.252,0.2,0.416,0.2,0.399,0.5,0.169,0.5,0.172,0.5,0.238,0.5,0.244,0.5,0.623,0.5,0.609
0.499,0.083,0.499,0.078,0.499,0.072,0.14,0.267,0.14,0.259,0.2,0.42,0.2,0.402,0.499,0.109,0.499,0.106,0.499,0.167,0.499,0.173,0.499,0.537,0.499,0.52
0.498,0.054,0.498,0.045,0.498,0.049,0.141,0.273,0.141,0.264,0.201,0.405,0.201,0.396,0.498,0.06,0.498,0.057,0.498,0.107,0.498,0.115,0.498,0.448,0.498,0.437
0.497,0.035,0.497,0.023,0.497,0.022,0.141,0.261,0.141,0.253,0.201,0.391,0.201,0.399,0.497,0.034,0.497,0.022,0.497,0.063,0.497,0.072,0.497,0.382,0.497,0.364
0.496,0.02,0.496,0.008,0.496,0.009,0.141,0.259,0.141,0.264,0.201,0.402,0.201,0.399,0.496,-0.005,0.496,-0.008,0.496,0.035,0.496,0.02,0.496,0.307,0.496,0.296
0.495,0.009,0.495,0,0.495,-0.003,0.141,0.256,0.141,0.252,0.202,0.391,0.202,0.38,0.495,-0.029,0.495,-0.028,0.495,-0.005,0.495,-0.005,0.495,0.249,0.495,0.235
0.494,0.006,0.494,-0.009,0.494,-0.012,0.141,0.268,0.141,0.258,0.202,0.4,0.202,0.403,0.494,-0.051,0.494,-0.043,0.494,-0.02,0.494,-0.032,0.494,0.189,0.494,0.18
0.493,-0.005,0.493,-0.017,0.493,-0.018,0.142,0.265,0.142,0.249,0.202,0.391,0.202,0.388,0.493,-0.057,0.493,-0.061,0.493,-0.055,0.493,-0.052,0.493,0.138,0.493,0.13
0.492,-0.005,0.492,-0.024,0.492,-0.028,0.142,0.267,0.142,0.267,0.203,0.403,0.203,0.396,0.492,-0.074,0.492,-0.077,0.492,-0.08,0.492,-0.08,0.492,0.092,0.492,0.072
0.491,-0.011,0.491,-0.023,0.491,-0.034,0.142,0.265,0.142,0.249,0.203,0.42,0.203,0.391,0.491,-0.084,0.491,-0.08,0.491,-0.095,0.491,-0.092,0.491,0.042,0.491,0.034
0.49,-0.012,0.49,-0.024,0.49,-0.031,0.142,0.261,0.142,0.259,0.203,0.391,0.203,0.38,0.49,-0.09,0.49,-0.09,0.49,-0.104,0.49,-0.1,0.49,0.002,0.49,-0.011
0.489,-0.014,0.489,-0.024,0.489,-0.034,0.143,0.256,0.143,0.258,0.204,0.399,0.204,0.382,0.489,-0.087,0.489,-0.101,0.489,-0.107,0.489,-0.115,0.489,-0.026,0.489,-0.049
0.488,-0.018,0.488,-0.037,0.488,-0.038,0.143,0.272,0.143,0.27,0.204,0.399,0.204,0.396,0.488,-0.098,0.488,-0.098,0.488,-0.127,0.488,-0.127,0.488,-0.067,0.488,-0.074
0.487,-0.02,0.487,-0.032,0.487,-0.035,0.143,0.258,0.143,0.258,0.205,0.402,0.205,0.373,0.487,-0.101,0.487,-0.106,0.487,-0.141,0.487,-0.139,0.487,-0.095,0.487,-0.104
0.486,-0.018,0.486,-0.035,0.486,-0.038,0.143,0.265,0.143,0.259,0.205,0.377,0.205,0.396,0.486,-0.104,0.486,-0.115,0.486,-0.139,0.486,-0.144,0.486,-0.123,0.486,-0.133
0.485,-0.026,0.485,-0.038,0.485,-0.04,0.144,0.25,0.144,0.261,0.205,0.405,0.205,0.38,0.485,-0.112,0.485,-0.115,0.485,-0.149,0.485,-0.146,0.485,-0.152,0.485,-0.155
0.484,-0.018,0.484,-0.038,0.484,-0.043,0.144,0.27,0.144,0.267,0.206,0.379,0.206,0.371,0.484,-0.12,0.484,-0.115,0.484,-0.152,0.484,-0.156,0.484,-0.173,0.484,-0.185
0.483,-0.024,0.483,-0.043,0.483,-0.043,0.144,0.267,0.144,0.252,0.206,0.387,0.206,0.387,0.483,-0.123,0.483,-0.118,0.483,-0.162,0.483,-0.164,0.483,-0.198,0.483,-0.207
0.482,-0.028,0.482,-0.043,0.482,-0.054,0.144,0.256,0.144,0.253,0.206,0.365,0.206,0.379,0.482,-0.121,0.482,-0.121,0.482,-0.169,0.482,-0.166,0.482,-0.216,0.482,-0.219
0.481,-0.029,0.481,-0.043,0.481,-0.047,0.145,0.259,0.145,0.256,0.207,0.387,0.207,0.377,0.481,-0.115,0.481,-0.12,0.481,-0.17,0.481,-0.166,0.481,-0.236,0.481,-0.238
0.48,-0.028,0.48,-0.035,0.48,-0.044,0.145,0.27,0.145,0.265,0.207,0.374,0.207,0.379,0.48,-0.123,0.48,-0.121,0.48,-0.175,0.48,-0.173,0.48,-0.251,0.48,-0.258
0.479,-0.028,0.479,-0.044,0.479,-0.049,0.145,0.261,0.145,0.261,0.208,0.371,0.208,0.371,0.479,-0.126,0.479,-0.124,0.479,-0.176,0.479,-0.173,0.479,-0.27,0.479,-0.271
0.478,-0.035,0.478,-0.049,0.478,-0.051,0.145,0.265,0.145,0.256,0.208,0.374,0.208,0.361,0.478,-0.132,0.478,-0.132,0.478,-0.181,0.478,-0.182,0.478,-0.284,0.478,-0.288
0.477,-0.032,0.477,-0.046,0.477,-0.055,0.146,0.264,0.146,0.249,0.208,0.391,0.208,0.362,0.477,-0.124,0.477,-0.138,0.477,-0.185,0.477,-0.176,0.477,-0.293,0.477,-0.297
0.476,-0.032,0.476,-0.046,0.476,-0.047,0.146,0.268,0.146,0.256,0.209,0.387,0.209,0.373,0.476,-0.133,0.476,-0.132,0.476,-0.179,0.476,-0.182,0.476,-0.307,0.476,-0.317
0.475,-0.04,0.475,-0.051,0.475,-0.052,0.146,0.261,0.146,0.264,0.209,0.371,0.209,0.362,0.475,-0.133,0.475,-0.132,0.475,-0.189,0.475,-0.182,0.475,-0.327,0.475,-0.327
0.474,-0.034,0.474,-0.049,0.474,-0.057,0.146,0.264,0.146,0.25,0.209,0.371,0.209,0.35,0.474,-0.132,0.474,-0.139,0.474,-0.19,0.474,-0.189,0.474,-0.339,0.474,-0.339
0.473,-0.041,0.473,-0.049,0.473,-0.054,0.147,0.261,0.147,0.253,0.21,0.368,0.21,0.371,0.473,-0.133,0.473,-0.136,0.473,-0.192,0.473,-0.192,0.473,-0.351,0.473,-0.345
0.472,-0.04,0.472,-0.055,0.472,-0.051,0.147,0.275,0.147,0.275,0.21,0.367,0.21,0.354,0.472,-0.138,0.472,-0.138,0.472,-0.19,0.472,-0.198,0.472,-0.359,0.472,-0.356
0.471,-0.035,0.471,-0.049,0.471,-0.055,0.147,0.255,0.147,0.252,0.211,0.365,0.211,0.359,0.471,-0.135,0.471,-0.144,0.471,-0.19,0.471,-0.196,0.471,-0.368,0.471,-0.363
0.47,-0.037,0.47,-0.051,0.47,-0.058,0.147,0.259,0.147,0.262,0.211,0.382,0.211,0.371,0.47,-0.139,0.47,-0.141,0.47,-0.189,0.47,-0.198,0.47,-0.374,0.47,-0.376
0.469,-0.054,0.469,-0.054,0.469,-0.061,0.148,0.261,0.148,0.261,0.211,0.356,0.211,0.347,0.469,-0.139,0.469,-0.141,0.469,-0.198,0.469,-0.19,0.469,-0.38,0.469,-0.382
0.468,-0.04,0.468,-0.051,0.468,-0.058,0.148,0.276,0.148,0.265,0.212,0.367,0.212,0.374,0.468,-0.144,0.468,-0.147,0.468,-0.199,0.468,-0.204,0.468,-0.386,0.468,-0.391
0.467,-0.041,0.467,-0.051,0.467,-0.061,0.148,0.267,0.148,0.258,0.212,0.362,0.212,0.331,0.467,-0.139,0.467,-0.149,0.467,-0.204,0.467,-0.199,0.467,-0.394,0.467,-0.396
0.466,-0.043,0.466,-0.051,0.466,-0.06,0.148,0.253,0.148,0.273,0.212,0.344,0.212,0.356,0.466,-0.15,0.466,-0.15,0.466,-0.198,0.466,-0.204,0.466,-0.397,0.466,-0.403
0.465,-0.041,0.465,-0.06,0.465,-0.066,0.149,0.261,0.149,0.256,0.213,0.354,0.213,0.333,0.465,-0.144,0.465,-0.153,0.465,-0.208,0.465,-0.201,0.465,-0.406,0.465,-0.408
0.464,-0.043,0.464,-0.055,0.464,-0.064,0.149,0.276,0.149,0.282,0.213,0.364,0.213,0.348,0.464,-0.139,0.464,-0.144,0.464,-0.202,0.464,-0.201,0.464,-0.411,0.464,-0.42
0.463,-0.047,0.463,-0.055,0.463,-0.069,0.149,0.255,0.149,0.252,0.214,0.339,0.214,0.341,0.463,-0.15,0.463,-0.15,0.463,-0.212,0.463,-0.205,0.463,-0.416,0.463,-0.416
0.462,-0.049,0.462,-0.055,0.462,-0.064,0.149,0.264,0.149,0.249,0.214,0.357,0.214,0.325,0.462,-0.135,0.462,-0.153,0.462,-0.216,0.462,-0.212,0.462,-0.425,0.462,-0.423
0.461,-0.043,0.461,-0.057,0.461,-0.063,0.15,0.259,0.15,0.247,0.214,0.338,0.214,0.348,0.461,-0.146,0.461,-0.144,0.461,-0.208,0.461,-0.207,0.461,-0.425,0.461,-0.432
0.46,-0.044,0.46,-0.064,0.46,-0.064,0.15,0.264,0.15,0.259,0.215,0.361,0.215,0.331,0.46,-0.153,0.46,-0.155,0.46,-0.207,0.46,-0.224,0.46,-0.442,0.46,-0.432
0.459,-0.054,0.459,-0.063,0.459,-0.066,0.15,0.258,0.15,0.236,0.215,0.334,0.215,0.342,0.459,-0.15,0.459,-0.158,0.459,-0.216,0.459,-0.21,0.459,-0.437,0.459,-0.437
0.458,-0.051,0.458,-0.061,0.458,-0.07,0.15,0.259,0.15,0.265,0.215,0.353,0.215,0.334,0.458,-0.156,0.458,-0.162,0.458,-0.212,0.458,-0.216,0.458,-0.442,0.458,-0.449
0.457,-0.051,0.457,-0.06,0.457,-0.07,0.151,0.261,0.151,0.258,0.216,0.334,0.216,0.319,0.457,-0.159,0.457,-0.156,0.457,-0.213,0.457,-0.218,0.457,-0.445,0.457,-0.446
0.456,-0.052,0.456,-0.061,0.456,-0.072,0.151,0.275,0.151,0.268,0.216,0.344,0.216,0.338,0.456,-0.155,0.456,-0.161,0.456,-0.213,0.456,-0.219,0.456,-0.446,0.456,-0.452
0.455,-0.052,0.455,-0.064,0.455,-0.066,0.151,0.262,0.151,0.253,0.217,0.333,0.217,0.322,0.455,-0.159,0.455,-0.161,0.455,-0.219,0.455,-0.212,0.455,-0.455,0.455,-0.454
0.454,-0.049,0.454,-0.064,0.454,-0.067,0.151,0.264,0.151,0.249,0.217,0.331,0.217,0.328,0.454,-0.158,0.454,-0.161,0.454,-0.212,0.454,-0.219,0.454,-0.46,0.454,-0.46
0.453,-0.058,0.453,-0.067,0.453,-0.069,0.152,0.25,0.152,0.256,0.217,0.338,0.217,0.321,0.453,-0.153,0.453,-0.161,0.453,-0.218,0.453,-0.221,0.453,-0.46,0.453,-0.463
0.452,-0.051,0.452,-0.072,0.452,-0.074,0.152,0.259,0.152,0.264,0.218,0.365,0.218,0.313,0.452,-0.152,0.452,-0.166,0.452,-0.222,0.452,-0.215,0.452,-0.466,0.452,-0.465
0.451,-0.057,0.451,-0.072,0.451,-0.067,0.152,0.264,0.152,0.256,0.218,0.319,0.218,0.319,0.451,-0.158,0.451,-0.167,0.451,-0.225,0.451,-0.227,0.451,-0.466,0.451,-0.468
0.45,-0.057,0.45,-0.069,0.45,-0.077,0.152,0.25,0.152,0.258,0.219,0.341,0.219,0.328,0.45,-0.167,0.45,-0.166,0.45,-0.222,0.45,-0.23,0.45,-0.475,0.45,-0.478
0.449,-0.057,0.449,-0.066,0.449,-0.077,0.153,0.253,0.153,0.255,0.219,0.321,0.219,0.334,0.449,-0.158,0.449,-0.166,0.449,-0.224,0.449,-0.225,0.449,-0.465,0.449,-0.481
0.448,-0.063,0.448,-0.067,0.448,-0.08,0.153,0.27,0.153,0.262,0.219,0.334,0.219,0.321,0.448,-0.161,0.448,-0.164,0.448,-0.227,0.448,-0.224,0.448,-0.472,0.448,-0.474
0.447,-0.063,0.447,-0.066,0.447,-0.078,0.153,0.267,0.153,0.252,0.22,0.316,0.22,0.316,0.447,-0.169,0.447,-0.161,0.447,-0.221,0.447,-0.228,0.447,-0.477,0.447,-0.474
0.446,-0.061,0.446,-0.064,0.446,-0.078,0.153,0.259,0.153,0.255,0.22,0.321,0.22,0.327,0.446,-0.166,0.446,-0.164,0.446,-0.222,0.446,-0.225,0.446,-0.489,0.446,-0.488
0.445,-0.058,0.445,-0.067,0.445,-0.07,0.154,0.258,0.154,0.255,0.22,0.33,0.22,0.315,0.445,-0.172,0.445,-0.166,0.445,-0.23,0.445,-0.225,0.445,-0.485,0.445,-0.478
0.444,-0.061,0.444,-0.063,0.444,-0.075,0.154,0.262,0.154,0.258,0.221,0.341,0.221,0.318,0.444,-0.162,0.444,-0.173,0.444,-0.236,0.444,-0.238,0.444,-0.481,0.444,-0.495
0.443,-0.063,0.443,-0.069,0.443,-0.077,0.154,0.259,0.154,0.253,0.221,0.322,0.221,0.318,0.443,-0.17,0.443,-0.166,0.443,-0.233,0.443,-0.231,0.443,-0.486,0.443,-0.486
0.442,-0.066,0.442,-0.072,0.442,-0.078,0.154,0.258,0.154,0.247,0.222,0.319,0.222,0.301,0.442,-0.167,0.442,-0.173,0.442,-0.228,0.442,-0.241,0.442,-0.494,0.442,-0.5
0.441,-0.057,0.441,-0.069,0.441,-0.072,0.155,0.261,0.155,0.253,0.222,0.31,0.222,0.298,0.441,-0.164,0.441,-0.172,0.441,-0.236,0.441,-0.23,0.441,-0.492,0.441,-0.491
0.44,-0.061,0.44,-0.07,0.44,-0.074,0.155,0.265,0.155,0.267,0.222,0.318,0.222,0.298,0.44,-0.164,0.44,-0.166,0.44,-0.235,0.44,-0.239,0.44,-0.497,0.44,-0.492
0.439,-0.066,0.439,-0.072,0.439,-0.078,0.155,0.261,0.155,0.245,0.223,0.302,0.223,0.29,0.439,-0.164,0.439,-0.17,0.439,-0.235,0.439,-0.23,0.439,-0.491,0.439,-0.501
0.438,-0.064,0.438,-0.074,0.438,-0.08,0.155,0.262,0.155,0.256,0.223,0.308,0.223,0.322,0.438,-0.17,0.438,-0.17,0.438,-0.231,0.438,-0.233,0.438,-0.501,0.438,-0.504
0.437,-0.063,0.437,-0.07,0.437,-0.081,0.156,0.252,0.156,0.249,0.223,0.307,0.223,0.301,0.437,-0.162,0.437,-0.17,0.437,-0.23,0.437,-0.233,0.437,-0.495,0.437,-0.494
0.436,-0.063,0.436,-0.077,0.436,-0.077,0.156,0.259,0.156,0.258,0.224,0.315,0.224,0.288,0.436,-0.17,0.436,-0.17,0.436,-0.233,0.436,-0.236,0.436,-0.503,0.436,-0.501
0.435,-0.07,0.435,-0.075,0.435,-0.084,0.156,0.258,0.156,0.244,0.224,0.299,0.224,0.304,0.435,-0.17,0.435,-0.178,0.435,-0.241,0.435,-0.239,0.435,-0.506,0.435,-0.503
0.434,-0.069,0.434,-0.08,0.434,-0.084,0.157,0.259,0.157,0.247,0.225,0.304,0.225,0.287,0.434,-0.173,0.434,-0.182,0.434,-0.238,0.434,-0.238,0.434,-0.511,0.434,-0.504
0.433,-0.072,0.433,-0.078,0.433,-0.083,0.157,0.258,0.157,0.253,0.225,0.301,0.225,0.296,0.433,-0.175,0.433,-0.172,0.433,-0.242,0.433,-0.239,0.433,-0.501,0.433,-0.508
0.432,-0.074,0.432,-0.077,0.432,-0.087,0.157,0.259,0.157,0.232,0.225,0.282,0.225,0.285,0.432,-0.176,0.432,-0.179,0.432,-0.244,0.432,-0.247,0.432,-0.506,0.432,-0.506
0.431,-0.07,0.431,-0.083,0.431,-0.087,0.157,0.278,0.157,0.245,0.226,0.301,0.226,0.284,0.431,-0.173,0.431,-0.175,0.431,-0.245,0.431,-0.247,0.431,-0.506,0.431,-0.512
0.43,-0.072,0.43,-0.083,0.43,-0.084,0.158,0.256,0.158,0.249,0.226,0.291,0.226,0.298,0.43,-0.176,0.43,-0.178,0.43,-0.241,0.43,-0.248,0.43,-0.511,0.43,-0.514
0.429,-0.07,0.429,-0.075,0.429,-0.086,0.158,0.255,0.158,0.247,0.226,0.279,0.226,0.282,0.429,-0.17,0.429,-0.173,0.429,-0.241,0.429,-0.244,0.429,-0.509,0.429,-0.514
0.428,-0.074,0.428,-0.083,0.428,-0.09,0.158,0.267,0.158,0.264,0.227,0.313,0.227,0.313,0.428,-0.175,0.428,-0.178,0.428,-0.238,0.428,-0.25,0.428,-0.508,0.428,-0.508
0.427,-0.077,0.427,-0.084,0.427,-0.087,0.158,0.267,0.158,0.253,0.227,0.293,0.227,0.288,0.427,-0.172,0.427,-0.178,0.427,-0.242,0.427,-0.241,0.427,-0.509,0.427,-0.512
0.426,-0.074,0.426,-0.086,0.426,-0.09,0.159,0.253,0.159,0.247,0.228,0.284,0.228,0.291,0.426,-0.17,0.426,-0.176,0.426,-0.245,0.426,-0.248,0.426,-0.521,0.426,-0.517
0.425,-0.077,0.425,-0.084,0.425,-0.087,0.159,0.255,0.159,0.255,0.228,0.301,0.228,0.282,0.425,-0.178,0.425,-0.172,0.425,-0.245,0.425,-0.239,0.425,-0.509,0.425,-0.512
0.424,-0.074,0.424,-0.081,0.424,-0.084,0.159,0.282,0.159,0.278,0.228,0.282,0.228,0.265,0.424,-0.182,0.424,-0.181,0.424,-0.241,0.424,-0.241,0.424,-0.515,0.424,-0.517
0.423,-0.078,0.423,-0.086,0.423,-0.087,0.159,0.255,0.159,0.242,0.229,0.296,0.229,0.275,0.423,-0.179,0.423,-0.181,0.423,-0.247,0.423,-0.242,0.423,-0.515,0.423,-0.511
0.422,-0.08,0.422,-0.086,0.422,-0.083,0.16,0.249,0.16,0.25,0.229,0.293,0.229,0.272,0.422,-0.184,0.422,-0.178,0.422,-0.251,0.422,-0.247,0.422,-0.518,0.422,-0.52
0.421,-0.07,0.421,-0.086,0.421,-0.092,0.16,0.249,0.16,0.241,0.229,0.273,0.229,0.282,0.421,-0.179,0.421,-0.179,0.421,-0.25,0.421,-0.244,0.421,-0.511,0.421,-0.521
0.42,-0.081,0.42,-0.089,0.42,-0.084,0.16,0.261,0.16,0.264,0.23,0.288,0.23,0.288,0.42,-0.182,0.42,-0.19,0.42,-0.245,0.42,-0.236,0.42,-0.52,0.42,-0.515
0.419,-0.081,0.419,-0.089,0.419,-0.092,0.16,0.261,0.16,0.245,0.23,0.273,0.23,0.284,0.419,-0.17,0.419,-0.181,0.419,-0.25,0.419,-0.253,0.419,-0.518,0.419,-0.52
0.418,-0.083,0.418,-0.09,0.418,-0.093,0.161,0.249,0.161,0.249,0.231,0.275,0.231,0.262,0.418,-0.173,0.418,-0.184,0.418,-0.244,0.418,-0.25,0.418,-0.521,0.418,-0.529
0.417,-0.087,0.417,-0.089,0.417,-0.087,0.161,0.256,0.161,0.241,0.231,0.265,0.231,0.279,0.417,-0.187,0.417,-0.185,0.417,-0.248,0.417,-0.25,0.417,-0.523,0.417,-0.527
0.416,-0.086,0.416,-0.086,0.416,-0.09,0.161,0.265,0.161,0.252,0.231,0.281,0.231,0.279,0.416,-0.181,0.416,-0.187,0.416,-0.248,0.416,-0.258,0.416,-0.504,0.416,-0.523
0.415,-0.086,0.415,-0.09,0.415,-0.093,0.161,0.262,0.161,0.245,0.232,0.272,0.232,0.256,0.415,-0.187,0.415,-0.19,0.415,-0.253,0.415,-0.261,0.415,-0.524,0.415,-0.521
0.414,-0.084,0.414,-0.09,0.414,-0.093,0.162,0.258,0.162,0.256,0.232,0.267,0.232,0.273,0.414,-0.19,0.414,-0.19,0.414,-0.256,0.414,-0.262,0.414,-0.521,0.414,-0.523
0.413,-0.087,0.413,-0.092,0.413,-0.093,0.162,0.258,0.162,0.25,0.232,0.256,0.232,0.255,0.413,-0.179,0.413,-0.185,0.413,-0.264,0.413,-0.251,0.413,-0.521,0.413,-0.52
0.412,-0.089,0.412,-0.09,0.412,-0.092,0.162,0.259,0.162,0.256,0.233,0.275,0.233,0.264,0.412,-0.187,0.412,-0.193,0.412,-0.256,0.412,-0.256,0.412,-0.524,0.412,-0.534
0.411,-0.084,0.411,-0.095,0.411,-0.097,0.162,0.258,0.162,0.242,0.233,0.275,0.233,0.259,0.411,-0.189,0.411,-0.185,0.411,-0.265,0.411,-0.259,0.411,-0.521,0.411,-0.527
0.41,-0.086,0.41,-0.084,0.41,-0.095,0.163,0.252,0.163,0.255,0.234,0.265,0.234,0.258,0.41,-0.181,0.41,-0.185,0.41,-0.264,0.41,-0.27,0.41,-0.538,0.41,-0.538
0.409,-0.089,0.409,-0.093,0.409,-0.097,0.163,0.25,0.163,0.255,0.234,0.272,0.234,0.245,0.409,-0.184,0.409,-0.196,0.409,-0.262,0.409,-0.261,0.409,-0.531,0.409,-0.532
0.408,-0.093,0.408,-0.095,0.408,-0.095,0.163,0.268,0.163,0.265,0.234,0.259,0.234,0.267,0.408,-0.198,0.408,-0.201,0.408,-0.262,0.408,-0.267,0.408,-0.529,0.408,-0.532
0.407,-0.09,0.407,-0.095,0.407,-0.098,0.163,0.261,0.163,0.244,0.235,0.255,0.235,0.255,0.407,-0.193,0.407,-0.198,0.407,-0.268,0.407,-0.262,0.407,-0.534,0.407,-0.538
0.406,-0.093,0.406,-0.092,0.406,-0.098,0.164,0.255,0.164,0.247,0.235,0.267,0.235,0.239,0.406,-0.19,0.406,-0.198,0.406,-0.264,0.406,-0.267,0.406,-0.535,0.406,-0.546
0.405,-0.092,0.405,-0.092,0.405,-0.098,0.164,0.245,0.164,0.25,0.235,0.265,0.235,0.256,0.405,-0.193,0.405,-0.196,0.405,-0.268,0.405,-0.273,0.405,-0.532,0.405,-0.543
0.404,-0.093,0.404,-0.097,0.404,-0.095,0.164,0.261,0.164,0.261,0.236,0.252,0.236,0.261,0.404,-0.199,0.404,-0.193,0.404,-0.262,0.404,-0.27,0.404,-0.54,0.404,-0.544
0.403,-0.089,0.403,-0.097,0.403,-0.101,0.164,0.255,0.164,0.242,0.236,0.244,0.236,0.245,0.403,-0.192,0.403,-0.198,0.403,-0.267,0.403,-0.27,0.403,-0.546,0.403,-0.547
